"id","name","image_url","is_closed","url","review_count","categories","rating","coordinates__latitude","coordinates__longitude","transactions__001","transactions__002","transactions__003","price","location__address1","location__address2","location__address3","location__city","location__zip_code","location__country","location__state","location__display_address__001","location__display_address__002","location__display_address__003","phone","display_phone","distance"
"little-lamb-hot-pot-chicago-2","Little Lamb Hot Pot","https://s3-media2.fl.yelpcdn.com/bphoto/yix3m4N80pXvx6AS2d8ijA/o.jpg","False","https://www.yelp.com/biz/little-lamb-hot-pot-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","182","mongolian,bbq,hotpot,","3.5","41.8525993240592","-87.6318716257811","pickup","delivery","","$$","2201 S Wentworth Ave","null","","Chicago","60616","US","IL","2201 S Wentworth Ave","Chicago, IL 60616","","+13122250600","(312) 225-0600","773.1756450891099"
"armands-victory-tap-chicago","Armand's Victory Tap","https://s3-media2.fl.yelpcdn.com/bphoto/cvsniBW4FVONvAkAjYCGuw/o.jpg","False","https://www.yelp.com/biz/armands-victory-tap-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","166","bars,pizza,italian,","4","41.8635","-87.62454","delivery","pickup","","$$","1416 S Michigan Ave","","null","Chicago","60605","US","IL","1416 S Michigan Ave","Chicago, IL 60605","","+13124963862","(312) 496-3862","2069.341676998406"
"tommy-guns-garage-chicago","Tommy Gun's Garage","https://s3-media3.fl.yelpcdn.com/bphoto/_Pkgw5H5fEaNGiTO2PMvew/o.jpg","False","https://www.yelp.com/biz/tommy-guns-garage-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","113","theater,tradamerican,comedyclubs,","4","41.853588","-87.6256149","","","","$$$","2114 S Wabash Ave","","","Chicago","60616","US","IL","2114 S Wabash Ave","Chicago, IL 60616","","+13122250273","(312) 225-0273","1009.0852625440739"
"legend-tasty-house-chicago","Legend Tasty House","https://s3-media3.fl.yelpcdn.com/bphoto/d53fO5pj8HCGcZeA1-TyOg/o.jpg","False","https://www.yelp.com/biz/legend-tasty-house-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","147","chinese,desserts,","4","41.85161","-87.63228","","","","$","2242 S Wentworth Ave","","null","Chicago","60616","US","IL","2242 S Wentworth Ave","Chicago, IL 60616","","+13122258869","(312) 225-8869","664.84383548489"
"xian-cuisine-chicago","Xi'an Cuisine","https://s3-media2.fl.yelpcdn.com/bphoto/NQ--ST-fSRkZZrKpJe1qBg/o.jpg","False","https://www.yelp.com/biz/xian-cuisine-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","104","chinese,","4","41.85262","-87.63309","","","","$","225 W Cermak Rd","","","Chicago","60616","US","IL","225 W Cermak Rd","Chicago, IL 60616","","+13123263171","(312) 326-3171","782.611805471062"
"slurp-slurp-chicago","Slurp Slurp","https://s3-media2.fl.yelpcdn.com/bphoto/W9UjUMGJ6OGsgu10C-iOLQ/o.jpg","False","https://www.yelp.com/biz/slurp-slurp-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","117","chinese,","3.5","41.851539939222","-87.6316161453724","","","","$","2247 S Wentworth Ave","","","Chicago","60616","US","IL","2247 S Wentworth Ave","Chicago, IL 60616","","+13129822969","(312) 982-2969","655.024677771444"
"golden-bull-restaurant-chicago","Golden Bull Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/pHAsZPYM36WtJ_Y6sULhgw/o.jpg","False","https://www.yelp.com/biz/golden-bull-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","170","chinese,","4","41.853241","-87.6334686","delivery","pickup","","$$","242 W Cermak Rd","","","Chicago","60616","US","IL","242 W Cermak Rd","Chicago, IL 60616","","+13128081668","(312) 808-1668","858.5475315127279"
"mr-wang-traditional-malatang-chicago","Mr Wang - Traditional Malatang","https://s3-media4.fl.yelpcdn.com/bphoto/Kd_MgWIHv0y7VFOywLAakA/o.jpg","False","https://www.yelp.com/biz/mr-wang-traditional-malatang-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","16","chinese,","3.5","41.8533823960886","-87.6352023450962","","","","$$","2171 S China Pl","","null","Chicago","60616","US","IL","2171 S China Pl","Chicago, IL 60616","","+13122252882","(312) 225-2882","910.5159478840419"
"nana-chicago","Nana","https://s3-media2.fl.yelpcdn.com/bphoto/GUko2hbYUaPCakg5M_W56w/o.jpg","False","https://www.yelp.com/biz/nana-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","957","newamerican,breakfast_brunch,bars,","4","41.8346164328736","-87.6460923327011","restaurant_reservation","delivery","","$$","3267 S Halsted St","","","Chicago","60608","US","IL","3267 S Halsted St","Chicago, IL 60608","","+13129292486","(312) 929-2486","1717.189843334482"
"kimski-chicago","Kimski","https://s3-media1.fl.yelpcdn.com/bphoto/sQDR4b2eqB_43U_l6tkX9Q/o.jpg","False","https://www.yelp.com/biz/kimski-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","100","korean,polish,bars,","3.5","41.8381469806253","-87.6510047934505","","","","$$","960 W 31st St","","","Chicago","60608","US","IL","960 W 31st St","Chicago, IL 60608","","+17738237336","(773) 823-7336","1811.9227933466977"
"pizanos-pizza-and-pasta-chicago-7","Pizano's Pizza and Pasta","https://s3-media4.fl.yelpcdn.com/bphoto/ziuNldDfD7lkVtalSvwFUA/o.jpg","False","https://www.yelp.com/biz/pizanos-pizza-and-pasta-chicago-7?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","75","pizza,bars,italian,","3.5","41.8540023","-87.6223549","delivery","pickup","","$$","2106 S Indiana Ave","null","","Chicago","60616","US","IL","2106 S Indiana Ave","Chicago, IL 60616","","+13128420777","(312) 842-0777","1208.282872769702"
"chatime-ttnoodle-chicago-2","Chatime - TTNoodle","https://s3-media1.fl.yelpcdn.com/bphoto/njC8Hk0TKkPXurdEK7Yv2g/o.jpg","False","https://www.yelp.com/biz/chatime-ttnoodle-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","164","bubbletea,noodles,hotpot,","3","41.854751","-87.632598","","","","$","2017 S Wells St","","null","Chicago","60616","US","IL","2017 S Wells St","Chicago, IL 60616","","+13122259088","(312) 225-9088","1015.5254810537821"
"tientsin-restaurant-chicago","Tientsin Restaurant","https://s3-media4.fl.yelpcdn.com/bphoto/TB7PEUXMomfMzCRuT2pZCA/o.jpg","False","https://www.yelp.com/biz/tientsin-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","12","chinese,","4","41.8550137169133","-87.6320949196815","","","","$","2002 S Wentworth Ave","","Richland Center Food Court","Chicago","60616","US","IL","2002 S Wentworth Ave","Richland Center Food Court","Chicago, IL 60616","","","1042.132775556498"
"la-cantina-grill-chicago","La Cantina Grill","https://s3-media3.fl.yelpcdn.com/bphoto/2Is1BRvx3kCk5fA_Qs3UwA/o.jpg","False","https://www.yelp.com/biz/la-cantina-grill-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","431","mexican,","3.5","41.85627","-87.62344","delivery","pickup","","$$","1911 S Michigan Ave","null","","Chicago","60616","US","IL","1911 S Michigan Ave","Chicago, IL 60616","","+13128421911","(312) 842-1911","1360.774902450434"
"joy-cafe-chicago-2","Joy Cafe","https://s3-media4.fl.yelpcdn.com/bphoto/gFbY7VhfAXF0NwXXB_iq_Q/o.jpg","False","https://www.yelp.com/biz/joy-cafe-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","13","cafes,","4.5","41.8383415","-87.6339584","","","","$","258 W 31st St","","null","Chicago","60616","US","IL","258 W 31st St","Chicago, IL 60616","","","","835.966561714068"
"acadia-chicago","Acadia","https://s3-media3.fl.yelpcdn.com/bphoto/cm9sXwtOMxTPD3G6Uo2u1w/o.jpg","False","https://www.yelp.com/biz/acadia-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","396","newamerican,bars,","4","41.85906","-87.62514","","","","$$$$","1639 S Wabash Ave","","","Chicago","60616","US","IL","1639 S Wabash Ave","Chicago, IL 60616","","+13123609500","(312) 360-9500","1579.056539381088"
"famous-sezchuan-snacks-and-hot-pot-chicago","Famous Sezchuan Snacks & Hot Pot","https://s3-media4.fl.yelpcdn.com/bphoto/XjbE2sxx59hUZMqpx8lEvA/o.jpg","False","https://www.yelp.com/biz/famous-sezchuan-snacks-and-hot-pot-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","18","hotpot,chinese,noodles,","3.5","41.8488354","-87.6317295","delivery","pickup","","$$","2407 S Wentworth Ave","null","","Chicago","60616","US","IL","2407 S Wentworth Ave","Chicago, IL 60616","","+13122250880","(312) 225-0880","361.981198938188"
"hing-kee-restaurant-chicago-2","Hing Kee Restaurant","https://s3-media4.fl.yelpcdn.com/bphoto/tXyEZakGU3F_5u23gbL3Tg/o.jpg","False","https://www.yelp.com/biz/hing-kee-restaurant-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","441","asianfusion,chinese,","3.5","41.853948","-87.633651","delivery","pickup","","$$","2140 S Archer Ave","","","Chicago","60616","US","IL","2140 S Archer Ave","Chicago, IL 60616","","+13128089538","(312) 808-9538","938.472111512428"
"jamaican-jerk-king-chicago","Jamaican Jerk King","https://s3-media1.fl.yelpcdn.com/bphoto/mFuWrJrjtNse3TwiXB9_yQ/o.jpg","False","https://www.yelp.com/biz/jamaican-jerk-king-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","38","caribbean,","4","41.8311949","-87.621535","delivery","pickup","","$$","206 East 35th St","","null","Chicago","60616","US","IL","206 East 35th St","Chicago, IL 60616","","+13127540480","(312) 754-0480","1816.0803668088497"
"ahjoomahs-apron-chicago","Ahjoomah's Apron","https://s3-media3.fl.yelpcdn.com/bphoto/rsU8TkOil1NaOnP0pYwYdw/o.jpg","False","https://www.yelp.com/biz/ahjoomahs-apron-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","406","korean,","3.5","41.8531265258789","-87.6323623657227","delivery","pickup","","$$","218 W Cermak Rd","","","Chicago","60616","US","IL","218 W Cermak Rd","Chicago, IL 60616","","+13123262800","(312) 326-2800","833.9111450138018"
"ice-max-chicago","Ice Max","https://s3-media2.fl.yelpcdn.com/bphoto/W26k7D7qnAuBozuDRgJtIA/o.jpg","False","https://www.yelp.com/biz/ice-max-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","84","desserts,creperies,icecream,","4","41.8520899","-87.63164","","","","$","2227 S Wentworth Ave","","null","Chicago","60616","US","IL","2227 S Wentworth Ave","Chicago, IL 60616","","+13122651769","(312) 265-1769","712.53612507548"
"harolds-chicken-shack-chicago-43","Harold's Chicken Shack","https://s3-media2.fl.yelpcdn.com/bphoto/Pc2DqaUsNA9jFPCNt1jL2g/o.jpg","False","https://www.yelp.com/biz/harolds-chicken-shack-chicago-43?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","30","tradamerican,seafood,chicken_wings,","4","41.831152230028","-87.6221690699458","delivery","pickup","","$$","124 E 35th St","Ste C","","Chicago","60616","US","IL","124 E 35th St","Ste C","Chicago, IL 60616","+13128775350","(312) 877-5350","1790.910586775816"
"rockys-chicago","Rocky's","https://s3-media1.fl.yelpcdn.com/bphoto/BLnvOf_WbO-NqLo9iiTlHA/o.jpg","False","https://www.yelp.com/biz/rockys-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","104","sportsbars,tradamerican,italian,","4","41.8383106","-87.6331135","delivery","pickup","","$$","234 W 31st St","","","Chicago","60616","US","IL","234 W 31st St","Chicago, IL 60616","","+13128429200","(312) 842-9200","825.7405737921339"
"martinez-supermarket-chicago","Martinez Supermarket","https://s3-media1.fl.yelpcdn.com/bphoto/tWF17juj6nflTSnvYjur7Q/o.jpg","False","https://www.yelp.com/biz/martinez-supermarket-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","56","grocery,mexican,","4.5","41.83469","-87.65071","","","","$","3301 S Morgan St","","","Chicago","60608","US","IL","3301 S Morgan St","Chicago, IL 60608","","+17732544048","(773) 254-4048","2003.9812578738558"
"sze-chuan-cuisine-chicago","Sze Chuan Cuisine","https://s3-media2.fl.yelpcdn.com/bphoto/wM_Ml2HRi_i6UqzT5DQ71g/o.jpg","False","https://www.yelp.com/biz/sze-chuan-cuisine-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","142","szechuan,","3.5","41.8486728","-87.6320288","delivery","pickup","","$$","2414 S Wentworth Ave","","","Chicago","60616","US","IL","2414 S Wentworth Ave","Chicago, IL 60616","","+13127911882","(312) 791-1882","338.186510777718"
"the-chicago-firehouse-restaurant-chicago","The Chicago Firehouse Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/cFnaDTvya9RY51-uwxB2Nw/o.jpg","False","https://www.yelp.com/biz/the-chicago-firehouse-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","455","steak,desserts,salad,","3.5","41.86397","-87.62361","delivery","","","$$$","1401 S Michigan Ave","","","Chicago","60605","US","IL","1401 S Michigan Ave","Chicago, IL 60605","","+13127861401","(312) 786-1401","2136.1327955205397"
"triple-crown-restaurant-chicago","Triple Crown Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/IxncFU9ngdP8feYoGqPfJw/o.jpg","False","https://www.yelp.com/biz/triple-crown-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","555","dimsum,","3.5","41.852477","-87.631913","delivery","pickup","restaurant_reservation","$$","2217 S Wentworth Ave","","","Chicago","60616","US","IL","2217 S Wentworth Ave","Chicago, IL 60616","","+13128420088","(312) 842-0088","759.6939604159679"
"three-happiness-original-restaurant-chicago","Three Happiness Original Restaurant","https://s3-media4.fl.yelpcdn.com/bphoto/9giEbsSyxU58l0dscGrEiA/o.jpg","False","https://www.yelp.com/biz/three-happiness-original-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","284","dimsum,cantonese,","3.5","41.852611541748","-87.6324615478516","","","","$","209 W Cermak Rd","","","Chicago","60616","US","IL","209 W Cermak Rd","Chicago, IL 60616","","+13128421964","(312) 842-1964","777.028584812388"
"tacos-palas-chicago","Tacos Palas","https://s3-media3.fl.yelpcdn.com/bphoto/8T4LazCKx4-9YbOX4fOhsQ/o.jpg","False","https://www.yelp.com/biz/tacos-palas-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","49","mexican,","4","41.85901","-87.64697","","","","$","1700 S Halsted St","","","Chicago","60608","US","IL","1700 S Halsted St","Chicago, IL 60608","","+13127330433","(312) 733-0433","1956.202943266642"
"galata-turkish-restaurant-chicago","Galata Turkish Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/6WegLtdAwNkCtkiBfa2TOg/o.jpg","False","https://www.yelp.com/biz/galata-turkish-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","76","mediterranean,turkish,","4.5","41.86457","-87.64574","pickup","delivery","","$$","717 W Maxwell St","null","","Chicago","60607","US","IL","717 W Maxwell St","Chicago, IL 60607","","+13127335900","(312) 733-5900","2411.109905590136"
"maxwell-street-depot-chicago","Maxwell Street Depot","https://s3-media1.fl.yelpcdn.com/bphoto/D-ng4KD58smTGN5JU0uJqw/o.jpg","False","https://www.yelp.com/biz/maxwell-street-depot-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","141","diners,burgers,hotdog,","4","41.838049703686","-87.6371533103465","","","","$","411 W 31st St","","","Chicago","60616","US","IL","411 W 31st St","Chicago, IL 60616","","+13123263514","(312) 326-3514","962.6055721802579"
"ferros-chicago","Ferro's","https://s3-media1.fl.yelpcdn.com/bphoto/hZ4MJhYJ8YFEe5pGHuqRPQ/o.jpg","False","https://www.yelp.com/biz/ferros-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","76","breakfast_brunch,tradamerican,hotdog,","4","41.83853","-87.63193","","","","$","200 W 31st St","","","Chicago","60616","US","IL","200 W 31st St","Chicago, IL 60616","","+13128420702","(312) 842-0702","797.986687303678"
"saint-anna-bakery-and-cafe-chicago","Saint Anna Bakery & Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/kaMELzmte3BGt_2XmhVo1Q/o.jpg","False","https://www.yelp.com/biz/saint-anna-bakery-and-cafe-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","201","bakeries,cantonese,hkcafe,","4","41.85354","-87.63441","","","","$","2158 S Archer Ave","","","Chicago","60616","US","IL","2158 S Archer Ave","Chicago, IL 60616","","+13122253168","(312) 225-3168","909.0064859384519"
"the-burger-point-chicago","The Burger Point","https://s3-media4.fl.yelpcdn.com/bphoto/1WwJadYV7lZFuUmb3JlAOw/o.jpg","False","https://www.yelp.com/biz/the-burger-point-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","434","burgers,","3.5","41.8562862457147","-87.6273884868141","delivery","pickup","","$$","1900 S State St","","","Chicago","60616","US","IL","1900 S State St","Chicago, IL 60616","","+13128421900","(312) 842-1900","1232.869737462818"
"han-202-chicago","Han 202","https://s3-media2.fl.yelpcdn.com/bphoto/6cR58S2vHdSQbwNnRDtfdg/o.jpg","False","https://www.yelp.com/biz/han-202-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","255","chinese,seafood,","4","41.83787","-87.6417","restaurant_reservation","","","$$","605 W 31st St","","","Chicago","60616","US","IL","605 W 31st St","Chicago, IL 60616","","+13129491314","(312) 949-1314","1202.557428136934"
"simones-chicago-2","Simone's","https://s3-media4.fl.yelpcdn.com/bphoto/DvD8U3hsDjevz45GmvoEEg/o.jpg","False","https://www.yelp.com/biz/simones-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","616","lounges,tradamerican,","3.5","41.8581707126579","-87.6510884753762","","","","$$","960 W 18th St","","","Chicago","60608","US","IL","960 W 18th St","Chicago, IL 60608","","+13126668601","(312) 666-8601","2132.433379430298"
"wing-yip-chop-suey-restaurant-chicago","Wing Yip Chop Suey Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/hzG2IRn65vHSwk1M3-alkA/o.jpg","False","https://www.yelp.com/biz/wing-yip-chop-suey-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","61","chinese,","4","41.84513","-87.6414","delivery","pickup","","$","537 W 26th St","","","Chicago","60616","US","IL","537 W 26th St","Chicago, IL 60616","","+13123262822","(312) 326-2822","816.465113251212"
"kurah-mediterranean-chicago-2","Kurah Mediterranean","https://s3-media1.fl.yelpcdn.com/bphoto/ZVmTTi2gwIr-k0X4DDvT7A/o.jpg","False","https://www.yelp.com/biz/kurah-mediterranean-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","319","mediterranean,mideastern,breakfast_brunch,","4","41.8641894688991","-87.6238789171966","pickup","restaurant_reservation","","$$","1355 S Michigan Ave","null","","Chicago","60605","US","IL","1355 S Michigan Ave","Chicago, IL 60605","","+13126248611","(312) 624-8611","2158.188840132172"
"potsticker-house-chicago","Potsticker House","https://s3-media2.fl.yelpcdn.com/bphoto/L3uxyGg5mkwie-JLyp-LXg/o.jpg","False","https://www.yelp.com/biz/potsticker-house-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","392","chinese,","3.5","41.836894","-87.645896","delivery","pickup","","$$","3139 S Halsted St","null","","Chicago","60608","US","IL","3139 S Halsted St","Chicago, IL 60608","","+13123266898","(312) 326-6898","1533.6624032429638"
"zaytune-mediterranean-grill-chicago-4","Zaytune Mediterranean Grill","https://s3-media2.fl.yelpcdn.com/bphoto/DtdzdzANC1ZxnZQxJL1oBA/o.jpg","False","https://www.yelp.com/biz/zaytune-mediterranean-grill-chicago-4?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","376","mediterranean,","4","41.8370666503906","-87.6508560180664","delivery","pickup","","$","3129 S Morgan St","","","Chicago","60608","US","IL","3129 S Morgan St","Chicago, IL 60608","","+17732546300","(773) 254-6300","1859.6947748791438"
"tai-ho-yee-food-company-chicago","Tai Ho Yee Food Company","https://s3-media2.fl.yelpcdn.com/bphoto/Xft_NY0awhaIqJj3dIRn_w/o.jpg","False","https://www.yelp.com/biz/tai-ho-yee-food-company-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","16","chinese,","4","41.8483651159139","-87.6321445423279","","","","$","2422 S Wentworth Ave","","","Chicago","60616","US","IL","2422 S Wentworth Ave","Chicago, IL 60616","","+13122259828","(312) 225-9828","305.49517464101797"
"joy-yee-plus-chicago","Joy Yee Plus","https://s3-media3.fl.yelpcdn.com/bphoto/XA05p4I0jke5DNgW9y8KvQ/o.jpg","False","https://www.yelp.com/biz/joy-yee-plus-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","255","japanese,asianfusion,noodles,","3.5","41.853795","-87.634696","","","","$$","2159 S China Pl","","","Chicago","60616","US","IL","2159 S China Pl","Chicago, IL 60616","","+13128428928","(312) 842-8928","941.6442672633019"
"lotus-cafe-and-bánh-mì-sandwiches-chicago-3","Lotus Cafe & Bánh Mì Sandwiches","https://s3-media3.fl.yelpcdn.com/bphoto/nwHxaiWt_R_SZ9dcvxn82g/o.jpg","False","https://www.yelp.com/biz/lotus-cafe-and-b%C3%A1nh-m%C3%AC-sandwiches-chicago-3?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","389","vietnamese,sandwiches,","4.5","41.86457","-87.64583","delivery","pickup","","$","719 W Maxwell St","null","","Chicago","60607","US","IL","719 W Maxwell St","Chicago, IL 60607","","+13127337595","(312) 733-7595","2414.899549488412"
"the-spoke-and-bird-chicago","The Spoke & Bird","https://s3-media2.fl.yelpcdn.com/bphoto/uaZuuZQbu_pRc3aix6WR-Q/o.jpg","False","https://www.yelp.com/biz/the-spoke-and-bird-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","268","coffee,beergardens,newamerican,","3.5","41.8578733","-87.6219721","restaurant_reservation","delivery","pickup","$$","205 E 18th St","null","","Chicago","60616","US","IL","205 E 18th St","Chicago, IL 60616","","+19292632473","(929) 263-2473","1575.406691767516"
