bigram,category,count
bubble cake,british,1
bubble cake,pubs,1
bubble milk,chinese,1
bubbly creek-1,coffee,1
bubbly creek-1,sandwiches,1
buckwheat noodles,bbq,4
buckwheat noodles,korean,4
budda delight,cantonese,1
budda delight,dimsum,1
budda delight,seafood,1
buddha's delight,chinese,1
buddha's delight,sushi,1
buddhist delight,dimsum,1
budha duck,chinese,1
buffalo blue,pizza,1
buffalo burger,burgers,2
buffalo chicken,bars,1
buffalo chicken,breakfast_brunch,1
buffalo chicken,burgers,4
buffalo chicken,cuban,1
buffalo chicken,delis,2
buffalo chicken,italian,5
buffalo chicken,juicebars,1
buffalo chicken,latin,1
buffalo chicken,musicvenues,1
buffalo chicken,musicvideo,1
buffalo chicken,newamerican,3
buffalo chicken,pizza,9
buffalo chicken,pubs,1
buffalo chicken,sandwiches,3
buffalo chicken,tradamerican,3
buffalo ranch,chicken_wings,1
buffalo ranch,pizza,1
buffalo salad,juicebars,1
buffalo salad,sandwiches,1
buffalo wing,juicebars,1
buffalo wing,sandwiches,1
buffalo wings,pizza,1
buffalo wings,sportsbars,1
buffalo wings,tradamerican,1
buffalo wrap,juicebars,1
buffalo wrap,sandwiches,1
build your,breakfast_brunch,3
build your,burgers,3
build your,italian,2
build your,musicvenues,1
build your,musicvideo,1
build your,pizza,2
build your,pubs,2
build your,salad,1
build your,tradamerican,3
build your,venues,1
build-your-own smoothie,asianfusion,2
build-your-own smoothie,chinese,2
bulgogi with,bbq,1
bulgogi with,korean,1
bull dak,chicken_wings,1
bull dak,korean,1
bull dak,salad,1
bull special,chinese,1
bulls tender,chicken_wings,1
bun bo,noodles,1
bun bo,vietnamese,1
bun dinner,chinese,4
bun dinner,seafood,4
bun stuffed,szechuan,1
bun thit,coffee,1
bun thit,vietnamese,1
bun with,szechuan,1
buns with,chinese,1
buns with,dimsum,1
burger 9,breakfast_brunch,1
burger 9,pubs,1
burger 9,tradamerican,1
burger combo,burgers,14
burger dinner,breakfast_brunch,1
burger dinner,mediterranean,1
burger dinner,mideastern,1
burger en,musicvenues,2
burger en,musicvideo,2
burger en,tradamerican,2
burger ever,burgers,2
burger patty,italian,1
burger patty,seafood,1
burger point,burgers,2
burger rolls,burgers,2
burger your,bars,1
burger your,breakfast_brunch,1
burger your,burgers,1
burger your,salad,1
burger your,tradamerican,1
burning seafood,chinese,1
burrata salad,bars,1
burrata salad,italian,1
burrata salad,pizza,1
burrito bowl,mexican,1
burrito con,mexican,1
burrito de,mexican,1
burrito dinner,mexican,4
burrito salad,mexican,1
burrito suizo,mexican,8
buster omelet,tradamerican,2
buta belly,ramen,1
buta sausage,ramen,2
buta yakisoba,ramen,1
buto loin,ramen,1
butter and,breakfast_brunch,1
butter and,newamerican,1
butter and,tradamerican,1
butter banana,bars,1
butter banana,breakfast_brunch,1
butter banana,newamerican,1
butter cake,burgers,1
butter cake,hotdogs,1
butter cheddar,foodtrucks,1
butter cheddar,sandwiches,1
butter cheddar,steak,1
butter cheese,foodtrucks,1
butter cheese,sandwiches,1
butter cheese,steak,1
butter cookie,bars,1
butter cookie,italian,1
butter cookie,pizza,1
butter cup,cajun,1
butter cup,seafood,1
butter fish,chinese,7
butter fish,seafood,1
butter oatmeal,bars,1
butter oatmeal,breakfast_brunch,1
butter oatmeal,newamerican,1
butter pickles,bars,1
butter pickles,newamerican,1
butter pound,bbq,1
butter pound,divebars,1
butter rice,cajun,1
butter rice,seafood,1
butter roasted,seafood,1
butter roasted,sushi,1
butter smoothie,juicebars,1
butter smoothie,sandwiches,1
butter southern,breakfast_brunch,1
butter southern,pubs,1
butter southern,tradamerican,1
buttercream frosting,mexican,1
buttered noodles,bars,1
buttered noodles,breakfast_brunch,1
buttered noodles,newamerican,1
buttermilk pancakes,breakfast_brunch,3
buttermilk pancakes,newamerican,4
butternut squash,breakfast_brunch,1
butternut squash,mediterranean,1
butternut squash,mideastern,1
buy 2,korean,1
by the,burgers,1
by the,hotdogs,1
by the,italian,1
by the,pizza,1
c-a: crunchy,asianfusion,1
c-a: crunchy,chinese,1
c-b: crunchy,asianfusion,2
c-b: crunchy,chinese,2
c-c: 6,asianfusion,1
c-c: 6,chinese,1
c-f: crunchy,asianfusion,1
c-f: crunchy,chinese,1
c-g: 6,asianfusion,1
c-g: 6,chinese,1
c. sushi,chinese,1
c. sushi,sushi,1
c.o.h. grilled,seafood,1
c.o.h. grilled,sushi,1
cÃ  rá»‘t,vietnamese,1
cÃ  ri,vietnamese,1
ca mein,chinese,2
ca phe,coffee,7
ca phe,vietnamese,7
cÃ¡ chiÃªn,vietnamese,1
cÃ¡ hÃ ,vietnamese,1
cÃ¡nh gÃ ,vietnamese,1
cá»§ cáº£i,vietnamese,1
cabbage and,chinese,10
cabbage and,dimsum,3
cabbage and,juicebars,3
cabbage and,seafood,3
cabbage and,szechuan,1
cabbage and,szechuan,1
cabbage casseroles,chinese,1
cabbage dumplings,asianfusion,1
cabbage dumplings,chinese,1
cabbage ground,chinese,1
cabbage in,chinese,3
cabbage in,coffee,2
cabbage in,szechuan,2
cabbage in,taiwanese,2
cabbage lamb,dimsum,1
cabbage lamb,juicebars,1
cabbage lamb,seafood,1
cabbage over,chinese,2
cabbage over,noodles,2
cabbage pork,dimsum,2
cabbage pork,juicebars,2
cabbage pork,seafood,2
cabbage salad,chinese,1
cabbage salad,dimsum,1
cabbage salad,juicebars,1
cabbage salad,seafood,1
cabbage slaw,breakfast_brunch,1
cabbage slaw,pubs,1
cabbage slaw,tradamerican,1
cabbage sliced,chinese,1
cabbage soup,chinese,1
cabbage szechuan,szechuan,1
cabbage tofu,chinese,1
cabbage tofu,dimsum,1
cabbage tofu,juicebars,1
cabbage tofu,seafood,1
cabbage with,chinese,7
cabbage with,dimsum,1
cabbage with,juicebars,1
cabbage with,seafood,2
cabbage with,senegalese,1
cabbage with,szechuan,3
cabge bb,szechuan,1
cactus salad,mexican,2
cÆ¡m chiÃªn,vietnamese,1
caesar dinner,cajun,1
caesar dinner,indpak,1
caesar dinner,italian,1
caesar salad,bars,3
caesar salad,breakfast_brunch,3
caesar salad,burgers,2
caesar salad,cajun,1
caesar salad,chicken_wings,1
caesar salad,convenience,1
caesar salad,delis,1
caesar salad,diners,1
caesar salad,grocery,1
caesar salad,indpak,1
caesar salad,italian,6
caesar salad,korean,1
caesar salad,mexican,2
caesar salad,musicvenues,1
caesar salad,musicvideo,1
caesar salad,newamerican,5
caesar salad,pizza,10
caesar salad,pubs,1
caesar salad,sandwiches,3
caesar salad,tradamerican,8
caesar side,cajun,1
caesar side,indpak,1
caesar side,italian,1
caesar..........serves 8-10..........$17.95,comedyclubs,1
caesar..........serves 8-10..........$17.95,theater,1
caesar..........serves 8-10..........$17.95,tradamerican,1
caesars salad,juicebars,1
caesars salad,sandwiches,1
caesars wrap,juicebars,1
caesars wrap,sandwiches,1
cafe coffee,mexican,1
cafe smoked,chinese,1
cafe special,chinese,2
cage free,breakfast_brunch,1
cage free,burgers,1
cage free,newamerican,1
cage free,salad,1
cage-free chicken,cantonese,1
cage-free chicken,dimsum,1
cage-free chicken,seafood,1
cajun catfish,cajun,2
cajun catfish,indpak,2
cajun catfish,italian,2
cajun catfish,sandwiches,2
cajun catfish,tradamerican,2
cajun chicken,burgers,3
cajun chicken,delis,3
cajun chicken,musicvenues,1
cajun chicken,musicvideo,1
cajun chicken,sandwiches,3
cajun chicken,tradamerican,1
cajun crawfish,cajun,1
cajun crawfish,seafood,1
cajun edamame,cajun,1
cajun edamame,seafood,1
cajun fish,chicken_wings,2
cajun fish,hotdogs,2
cajun fries,cajun,1
cajun fries,chicken_wings,1
cajun fries,hotdogs,1
cajun fries,seafood,1
cajun rice,chicken_wings,1
cajun rice,hotdogs,1
cajun sausage,pizza,1
cajun seafood,chinese,4
cajun seafood,seafood,1
cajun seafood,sushi,5
cajun shrimp,cajun,2
cajun shrimp,indpak,2
cajun shrimp,italian,2
cajun shrimp,noodles,1
cajun shrimp,sandwiches,2
cajun shrimp,tradamerican,2
cajun shrimp,vietnamese,1
cake and,chinese,3
cake and,korean,1
cake bowl,noodles,1
cake bowl,vietnamese,1
cake casserole,chinese,1
cake cone,burgers,1
cake cone,hotdogs,1
cake cone,icecream,1
cake dinner,breakfast_brunch,1
cake dinner,mediterranean,1
cake dinner,mideastern,1
cake fish,bbq,2
cake fish,korean,3
cake home,szechuan,2
cake in,chinese,1
cake on,burgers,1
cake on,hotdogs,1
cake roll,chinese,3
cake sandwich,breakfast_brunch,1
cake sandwich,pubs,1
cake sandwich,tradamerican,1
cake soup,korean,1
cake szechuan,chinese,1
cake udon,asianfusion,1
cake udon,chinese,1
cake with,asianfusion,2
cake with,bbq,1
cake with,chinese,9
cake with,dimsum,1
cake with,diners,1
cake with,divebars,1
cake with,mexican,1
cake with,newamerican,1
cake with,tapasmallplates,2
cakes 2,italian,1
cakes 2,seafood,1
cakes hot,szechuan,1
cakes with,chinese,1
cal plate,tradamerican,2
calamares a,spanish,1
calamares a,tapasmallplates,1
calamares a,venues,1
calamares en,spanish,1
calamares en,tapasmallplates,1
calamares en,venues,1
calamari 6,dimsum,1
calamari 6,juicebars,1
calamari 6,seafood,1
calamari dinner,breakfast_brunch,1
calamari dinner,mediterranean,1
calamari dinner,mideastern,1
calamari fritti,italian,1
calamari fritti,pizza,1
calamari fritti,venues,1
calamari in,chinese,1
calamari salad,cajun,1
calamari salad,seafood,1
calamari with,szechuan,1
caldero madrileÃ±o,spanish,1
caldero madrileÃ±o,tapasmallplates,1
caldero madrileÃ±o,venues,1
caldo de,mexican,2
california breakfast,tradamerican,1
california dreaming,breakfast_brunch,1
california dreaming,pubs,1
california dreaming,tradamerican,1
california king,japanese,1
california king,sushi,1
california nigiri,asianfusion,1
california nigiri,chinese,1
california roll,asianfusion,5
california roll,asianfusion,2
california roll,asianfusion,3
california roll,asianfusion,1
california roll,chinese,5
california roll,chinese,2
california roll,chinese,3
california roll,chinese,1
california roll,japanese,2
california roll,seafood,2
california roll,sushi,5
call me,comedyclubs,1
call me,theater,1
call me,tradamerican,1
called william,mexican,1
callifornia roll,asianfusion,1
callifornia roll,chinese,1
calmex canned,cantonese,1
calmex canned,dimsum,1
calmex canned,seafood,1
calorie salad,tradamerican,1
calypso lemonade,seafood,1
calzone tray,pizza,11
calzone wraps,pizza,1
camaron a,mexican,1
camarones a,mexican,3
camarones al,mexican,5
camarones empanizados,mexican,3
camarones rancheros,mexican,1
camino street,newamerican,1
can of,breakfast_brunch,1
can of,burgers,1
can of,chinese,1
can of,italian,1
can of,mediterranean,1
can of,mexican,1
can of,mideastern,1
can of,newamerican,1
can of,pizza,2
can of,venues,1
can pop,chinese,1
can pop,juicebars,1
can pop,mexican,1
can pop,sandwiches,2
can soda,chinese,2
can soda,foodtrucks,1
can soda,hotdog,1
can soda,mexican,1
can soda,sandwiches,1
can soda,steak,1
can soda,streetvendors,1
can soda,sushi,1
can surf,desserts,1
can surf,salad,1
can surf,steak,1
canadian bacon,breakfast_brunch,2
canadian bacon,burgers,1
canadian bacon,newamerican,1
canadian bacon,salad,1
canadian bacon,tradamerican,1
canadian classic,pizza,1
canai with,chinese,1
canai with,coffee,1
canai with,taiwanese,1
candied egg,chinese,1
candied sweet,chinese,2
candied yams,bbq,1
candied yams,divebars,1
candy yam,caribbean,1
cane drink,chinese,1
cane shrimp,noodles,2
cane shrimp,panasian,2
canh ga,coffee,1
canh ga,vietnamese,1
canned abalone,cantonese,1
canned abalone,dimsum,1
canned abalone,seafood,1
canned drink,tradamerican,1
canned pop,chinese,1
canned soda,bars,1
canned soda,burgers,1
canned soda,cajun,2
canned soda,chicken_wings,1
canned soda,hotdogs,1
canned soda,indpak,2
canned soda,italian,2
canned soda,pizza,3
canned soda,sandwiches,1
canned soda,seafood,1
canned soda,thai,1
canned soda,tradamerican,1
cannoli cake,italian,1
cannoli dip,italian,1
cantaloupe fresh,noodles,1
cantaloupe fresh,panasian,1
cantaloupe milkshake,noodles,1
cantaloupe milkshake,vietnamese,1
cantaloupe mini,noodles,1
cantaloupe mini,panasian,1
cantaloupe smoothie,chinese,1
cantaloupe smoothie,noodles,1
cantaloupe smoothie,vietnamese,1
cantaloupe tapioca,noodles,1
cantaloupe tapioca,panasian,1
cantina lomo,mexican,1
canton style,chinese,2
canton style,szechuan,1
cantonese chow,chinese,1
cantonese chow,dimsum,1
cantonese combination,chinese,1
cantonese noodles,chinese,6
cantonese pan,chinese,1
cantonese roast,cantonese,1
cantonese roast,dimsum,1
cantonese roast,seafood,1
cantonese style,asianfusion,1
cantonese style,cantonese,1
cantonese style,chinese,12
cantonese style,seafood,1
cantonese style,szechuan,1
cantonese-style chow,chinese,1
cantonese-style egg,chinese,1
cáº£i cÃ ,vietnamese,1
cáº£i chua,vietnamese,1
cáº£i nÆ°á»›ng,vietnamese,1
cáº£i tráº¯ng,vietnamese,1
capellini alla,delis,1
capellini alla,italian,1
capicollo pizza,pizza,1
caplin fish,chinese,1
cappuccino dinner,breakfast_brunch,1
cappuccino dinner,mediterranean,1
cappuccino dinner,mideastern,1
cappuccino freeze,noodles,1
cappuccino freeze,panasian,1
cappuccino magic,chinese,1
cappuccino smoothies,dimsum,1
cappuccino smoothies,juicebars,1
cappuccino smoothies,seafood,1
caprese cold,delis,1
caprese cold,italian,1
caprese salad,bars,1
caprese salad,delis,1
caprese salad,italian,2
caprese salad,pizza,1
caprese salad,tradamerican,1
caramel apple-tini,italian,1
caramel apple-tini,pizza,1
caramel black,noodles,1
caramel black,panasian,1
caramel cake,seafood,2
caramel cake,senegalese,1
caramel cashew,burgers,1
caramel cashew,hotdogs,1
caramel cashew,icecream,1
caramel green,noodles,1
caramel green,panasian,1
caramelized onions,newamerican,1
caramelized sweet,japanese,1
caramelized sweet,sushi,1
carb burger,breakfast_brunch,1
carb burger,newamerican,1
carb burrito,breakfast_brunch,1
carb burrito,newamerican,1
carb omelette,breakfast_brunch,1
carb omelette,newamerican,1
carb-free sausage,bars,1
carb-free sausage,italian,1
carb-free sausage,pizza,1
carlissimo steak,musicvenues,1
carlissimo steak,musicvideo,1
carlissimo steak,tradamerican,1
carne a,mexican,2
carne asada,mexican,5
carne dinner,mexican,1
carnita taco,bars,1
carnita taco,tacos,1
carnitas taco,mexican,1
carolina rice,bars,1
carolina rice,newamerican,1
carpaccio trio,chinese,1
carpaccio trio,sushi,1
carrot and,chinese,1
carrot and,coffee,1
carrot and,taiwanese,1
carrot cake,burgers,1
carrot cake,newamerican,1
carrot cake,pizza,1
carrot cake,seafood,1
carrot juice,noodles,2
carrot juice,vietnamese,2
carrot noodles,japanese,1
carrot noodles,sushi,1
carrot zinger,juicebars,1
carrot zinger,sandwiches,1
carrots and,mexican,1
carrots cucumbers,chinese,1
carrots elote,sandwiches,1
carrots elote,tradamerican,1
carrots hot,chinese,1
casaccio nova,bars,1
casaccio nova,italian,1
casaccio nova,pizza,1
cashew and,chinese,3
cashew beef,bbq,1
cashew beef,chinese,3
cashew beef,juicebars,1
cashew chicken,cantonese,3
cashew chicken,chinese,6
cashew chicken,dimsum,2
cashew chicken,foodstands,2
cashew chicken,noodles,1
cashew chicken,seafood,1
cashew chicken,szechuan,3
cashew chicken,thai,2
cashew chicken,vietnamese,1
cashew family,chinese,1
cashew fried,dimsum,1
cashew fried,juicebars,1
cashew fried,seafood,1
cashew nut,dimsum,1
cashew nut,juicebars,1
cashew nut,seafood,1
cashew nuts,cantonese,1
cashew nuts,chinese,7
cashew nuts,dimsum,6
cashew nuts,juicebars,3
cashew nuts,seafood,4
cashew nuts,sushi,1
cashew shrimp,cantonese,1
cashew shrimp,chinese,4
cashew shrimp,juicebars,1
cashew shrimp,szechuan,2
casserole 12,chinese,1
casserole rice,cantonese,5
casserole rice,seafood,5
casserole sichuan-style,chinese,1
casserole soup,szechuan,1
casserole with,chinese,8
cat rice,ramen,1
catering 10,bars,1
catering 10,tacos,1
catering antique,bars,1
catering antique,tacos,1
catering chips,bars,2
catering chips,tacos,2
catering habanero,bars,1
catering habanero,tacos,1
catering just,bars,1
catering just,tacos,1
catering roasted,bars,1
catering roasted,tacos,1
caterpillar roll,asianfusion,1
caterpillar roll,chinese,2
caterpillar roll,seafood,1
caterpillar roll,sushi,2
catfish dinner,cajun,1
catfish dinner,indpak,1
catfish dinner,italian,1
catfish dinner,sandwiches,1
catfish dinner,tradamerican,1
catfish fillets,cajun,1
catfish fillets,indpak,1
catfish fillets,italian,1
catfish lunch,cajun,1
catfish lunch,indpak,1
catfish lunch,italian,1
catfish lunch,sandwiches,1
catfish lunch,tradamerican,1
catfish po'boy,cajun,1
catfish po'boy,seafood,1
catfish sandwich,musicvenues,1
catfish sandwich,musicvideo,1
catfish sandwich,tradamerican,1
catfish strips,seafood,1
catfish with,chinese,1
cauliflower milanese,bars,1
cauliflower milanese,italian,1
cauliflower milanese,pizza,1
cauliflower salad,bars,2
cauliflower salad,breakfast_brunch,2
cauliflower salad,newamerican,2
cauliflower with,szechuan,1
cavatelli in,bars,1
cavatelli in,italian,1
cavatelli in,pizza,1
cayenne wedges,breakfast_brunch,1
cayenne wedges,mediterranean,1
cayenne wedges,mideastern,1
cazuelita de,spanish,2
cazuelita de,tapasmallplates,2
cazuelita de,venues,2
cecina a,mexican,1
cecina burrito,mexican,1
cecina taco,mexican,3
celery and,bbq,1
celery and,cantonese,1
celery and,chinese,7
celery and,coffee,1
celery and,dimsum,1
celery and,juicebars,1
celery and,seafood,2
celery and,szechuan,1
celery and,taiwanese,1
celery dumpling,chinese,3
celery dumpling,seafood,1
celery dumplings,chinese,2
celery in,chinese,3
celery preserved,chinese,1
celery with,cantonese,2
celery with,chinese,4
celery with,dimsum,2
celery with,seafood,2
cellophane bean,chinese,2
cellophane noodles,chinese,1
cellophane noodles,noodles,1
cent boneless,chicken_wings,1
center cut,tradamerican,1
cerdo con,mexican,1
cesar salad,caribbean,1
cesar salad,seafood,1
cesar salad,vegetarian,1
ceviche cantina,mexican,1
ceviche de,mexican,2
ceviche gluten,breakfast_brunch,1
ceviche gluten,mediterranean,1
ceviche gluten,mideastern,1
ceylon black,bubbletea,1
ceylon black,shavedice,1
ceylon black,taiwanese,1
cfh burger,desserts,1
cfh burger,salad,1
cfh burger,steak,1
cfh filet,desserts,1
cfh filet,salad,1
cfh filet,steak,1
cha chicken,chinese,1
cha seafood,noodles,1
cha seafood,vietnamese,1
chads special,bars,1
chads special,italian,1
chads special,pizza,1
chae noodles,noodles,1
chae noodles,panasian,1
chairman mao's,chinese,1
challah french,newamerican,1
champiÃ±ones rellenos,spanish,1
champiÃ±ones rellenos,tapasmallplates,1
champiÃ±ones rellenos,venues,1
champion bowl,juicebars,1
champion bowl,sandwiches,1
champion burrito,juicebars,1
champion burrito,sandwiches,1
chang fish,chinese,1
changde bacon,chinese,1
changde bitter,chinese,1
changde braised,chinese,1
changde sliced,chinese,1
changde tofu,chinese,1
changqing popcorn,szechuan,2
chao style,chinese,4
cháº£ cÃ¡,vietnamese,1
chap chae,bars,1
chap chae,korean,1
chap chae,noodles,1
chap chae,panasian,1
chap chae,polish,1
char burger,burgers,1
char burger,delis,1
char burger,sandwiches,1
char chicken,burgers,1
char chicken,delis,1
char chicken,italian,1
char chicken,pizza,1
char chicken,sandwiches,1
char dog,musicvenues,1
char dog,musicvideo,1
char dog,tradamerican,1
char steak,italian,1
char steak,pizza,1
charcoal broiled,bbq,3
charcoal broiled,korean,3
charcoal grill,chinese,3
charcoal lychee,chinese,1
chardonnay salmon,caribbean,1
chardonnay salmon,seafood,1
chardonnay salmon,vegetarian,1
chateaubriand for,desserts,1
chateaubriand for,salad,1
chateaubriand for,steak,1
chatpat gobi,indpak,1
chaw mein,chinese,1
chay sandwich,coffee,1
chay sandwich,vietnamese,1
cheddar and,breakfast_brunch,1
cheddar and,sandwiches,1
cheddar and,tradamerican,1
cheddar butterburger,burgers,1
cheddar butterburger,hotdogs,1
cheddar butterburger,icecream,1
cheddar cheese,burgers,1
cheddar cheese,chicken_wings,1
cheddar cheese,hotdogs,1
cheddar chicken,burgers,1
cheddar chicken,hotdogs,1
cheddar frie,burgers,1
cheddar frie,hotdogs,1
cheddar frie,icecream,1
cheddar fries,foodtrucks,1
cheddar fries,sandwiches,1
cheddar fries,steak,1
cheddar omelet,tradamerican,1
cheddar or,burgers,1
cheddar or,hotdogs,1
cheddar or,icecream,1
cheddar panini,newamerican,1
cheddar spiral,burgers,1
cheek meat,bubbletea,1
cheek meat,shavedice,1
cheek meat,taiwanese,1
cheese and,bars,4
cheese and,bars,1
cheese and,burgers,2
cheese and,hotdogs,2
cheese and,italian,4
cheese and,korean,1
cheese and,mexican,2
cheese and,pizza,4
cheese and,tradamerican,3
cheese bites,pizza,1
cheese blend,italian,1
cheese blend,pizza,1
cheese bonanza,pizza,1
cheese bread,burgers,1
cheese bread,newamerican,1
cheese bread,pizza,1
cheese breadsticks,pizza,1
cheese burger,diners,1
cheese burger,italian,1
cheese burger,mexican,1
cheese burger,newamerican,1
cheese burger,sandwiches,1
cheese burger,seafood,1
cheese burger,tradamerican,3
cheese burgers,sandwiches,1
cheese burrito,mexican,1
cheese cake,cajun,1
cheese cake,indpak,1
cheese cake,italian,1
cheese cake,mexican,1
cheese cake,sandwiches,1
cheese cake,seafood,1
cheese cake,sushi,1
cheese cake,tradamerican,1
cheese calzone,italian,1
cheese calzone,pizza,2
cheese chicken,pizza,1
cheese club,diners,1
cheese club,italian,1
cheese club,mexican,1
cheese club,newamerican,1
cheese club,seafood,1
cheese curds,burgers,1
cheese curds,hotdogs,1
cheese curds,icecream,1
cheese deep,bars,1
cheese deep,italian,1
cheese deep,pizza,1
cheese dinner,breakfast_brunch,1
cheese dinner,mediterranean,1
cheese dinner,mideastern,1
cheese dog,diners,2
cheese dog,mexican,2
cheese dog,newamerican,2
cheese dog,sportsbars,1
cheese dog,tradamerican,1
cheese enchilada,mexican,2
cheese extra,burgers,1
cheese extra,newamerican,1
cheese extra,pizza,1
cheese fig,bars,1
cheese fig,newamerican,1
cheese fries,burgers,4
cheese fries,chicken_wings,1
cheese fries,delis,2
cheese fries,foodtrucks,1
cheese fries,hotdogs,1
cheese fries,musicvenues,1
cheese fries,musicvideo,1
cheese fries,newamerican,1
cheese fries,pizza,1
cheese fries,sandwiches,4
cheese fries,steak,1
cheese fries,tradamerican,2
cheese garlic,pizza,1
cheese ginoritos,foodtrucks,2
cheese ginoritos,sandwiches,2
cheese ginoritos,steak,2
cheese grilled,bars,1
cheese grilled,newamerican,1
cheese grits,beergardens,1
cheese grits,coffee,1
cheese grits,newamerican,1
cheese homemade,bars,1
cheese homemade,italian,1
cheese homemade,pizza,1
cheese kids,breakfast_brunch,1
cheese kids,newamerican,1
cheese marinara,breakfast_brunch,1
cheese marinara,pubs,1
cheese marinara,tradamerican,1
cheese mini-quesadillas,mexican,1
cheese nachos,mexican,2
cheese omelet,tradamerican,4
cheese omelette,diners,1
cheese omelette,mexican,1
cheese omelette,newamerican,1
cheese only,italian,1
cheese only,pizza,1
cheese or,foodtrucks,1
cheese or,sandwiches,1
cheese or,steak,1
cheese pancake,korean,1
cheese panini,juicebars,1
cheese panini,sandwiches,1
cheese pizza,bars,1
cheese pizza,burgers,3
cheese pizza,italian,7
cheese pizza,newamerican,3
cheese pizza,pizza,11
cheese pizza,venues,6
cheese platters,convenience,1
cheese platters,delis,1
cheese platters,grocery,1
cheese quesadilla,mexican,2
cheese ravioli,bars,2
cheese ravioli,italian,2
cheese ravioli,pizza,3
cheese salad,bbq,1
cheese salad,divebars,1
cheese salad,mediterranean,2
cheese salad,turkish,2
cheese sammy,bars,1
cheese sammy,breakfast_brunch,1
cheese sammy,newamerican,1
cheese sandwich,burgers,3
cheese sandwich,delis,2
cheese sandwich,italian,3
cheese sandwich,musicvenues,1
cheese sandwich,musicvideo,1
cheese sandwich,pizza,2
cheese sandwich,sandwiches,2
cheese sandwich,seafood,3
cheese sandwich,tradamerican,4
cheese sauce,chicken_wings,1
cheese sauce,chinese,1
cheese slider,burgers,8
cheese slider,hotdogs,8
cheese steak,burgers,1
cheese steak,chinese,1
cheese steak,newamerican,1
cheese steak,pizza,2
cheese steak,sandwiches,1
cheese sticks,bars,1
cheese sticks,burgers,1
cheese sticks,hotdogs,1
cheese sticks,italian,1
cheese sticks,pizza,2
cheese sticks,tradamerican,1
cheese stuffed,burgers,2
cheese stuffed,newamerican,2
cheese stuffed,pizza,2
cheese thin,bars,1
cheese thin,burgers,1
cheese thin,italian,1
cheese thin,newamerican,1
cheese thin,pizza,2
cheese tortellini,pizza,1
cheese tots,musicvenues,1
cheese tots,musicvideo,1
cheese tots,tradamerican,1
cheese with,diners,1
cheese with,mexican,1
cheese with,newamerican,1
cheese with,tradamerican,1
cheese won,chinese,2
cheeseburger sliders,tradamerican,1
cheesecake on,burgers,1
cheesecake on,hotdogs,1
cheesecake slice,cajun,6
cheesecake slice,seafood,6
cheesecake tray,pizza,1
cheesy beef,burgers,1
cheesy beef,delis,1
cheesy beef,sandwiches,1
cheesy beef,sportsbars,1
cheesy beef,tradamerican,1
cheesy bread,burgers,1
cheesy bread,newamerican,1
cheesy bread,pizza,1
cheesy breadsticks,pizza,1
cheesy garlic,bars,1
cheesy garlic,italian,3
cheesy garlic,pizza,3
cheesy garlic,venues,1
cheesy nuggets,foodtrucks,1
cheesy nuggets,sandwiches,1
cheesy nuggets,steak,1
cheesy quesadillas,bars,1
cheesy quesadillas,tacos,1
chef dry,szechuan,1
chef luciano's,cajun,2
chef luciano's,indpak,2
chef luciano's,italian,2
chef lucianoâ€™s,sandwiches,3
chef lucianoâ€™s,tradamerican,3
chef lucianos,cajun,1
chef lucianos,indpak,1
chef lucianos,italian,1
chef sandwich,italian,1
chef sandwich,pizza,1
chef sauce,asianfusion,1
chef sauce,chinese,1
chef special,chinese,4
chef special,dimsum,2
chef special,foodstands,1
chef special,seafood,2
chef special,szechuan,2
chef special,thai,1
chef's assorted,cantonese,1
chef's assorted,dimsum,1
chef's cut,seafood,2
chef's cut,sushi,2
chef's sauce,cantonese,1
chef's sauce,chinese,1
chef's sauce,dimsum,1
chef's signature,cantonese,1
chef's signature,dimsum,1
chef's special,cantonese,1
chef's special,chinese,10
chef's special,dimsum,3
chef's special,juicebars,1
chef's special,seafood,1
chef's special,szechuan,14
chef's tikka,cajun,1
chef's tikka,indpak,1
chef's tikka,italian,1
cheng du,chinese,2
chengdu chicken,szechuan,1
chengdu dry,chinese,1
chengdu dumpling,szechuan,1
chengdu glutinous,szechuan,2
chengdu noodles,szechuan,2
chengdu sliced,szechuan,1
chengdu special,szechuan,1
chengdu spicy,chinese,1
chengdu style,chinese,1
chengdu wonton,chinese,1
chengdu-style dumpling,chinese,1
chengdu-style green,chinese,1
chengdu-style stewed,chinese,1
chengdu-style whole,chinese,1
cherry blossom,asianfusion,1
cherry blossom,japanese,1
cherry blossom,sushi,1
cherry cheescake,cajun,1
cherry cheescake,seafood,1
cherry crepes,tradamerican,1
cherry french,tradamerican,1
chesapeake bay,bars,1
chesapeake bay,newamerican,1
chestnut cake,dimsum,1
chestnut with,chinese,1
chevre salad,beergardens,1
chevre salad,coffee,1
chevre salad,newamerican,1
chewy noodles,chinese,1
chi cafe,chinese,3
chi fried,asianfusion,2
chi fried,chinese,4
chi fried,seafood,2
chiÃªn giÃ_n,vietnamese,1
chicago moonlight,chinese,1
chicago moonlight,sushi,1
chicago omelette,breakfast_brunch,1
chicago omelette,newamerican,1
chicago philly,breakfast_brunch,1
chicago philly,pubs,1
chicago philly,tradamerican,1
chicago polish,foodtrucks,1
chicago polish,sandwiches,1
chicago polish,steak,1
chicago powerhouse,bars,1
chicago powerhouse,breakfast_brunch,1
chicago powerhouse,burgers,1
chicago powerhouse,salad,1
