category,bigram,count
newamerican,taylor street,3
newamerican,the 18th,3
newamerican,the bridgeport,3
newamerican,the greek,3
newamerican,the low,3
newamerican,the marty,3
newamerican,the maxwell,3
newamerican,the taylor,3
newamerican,american cheese,2
newamerican,and 3,2
polish,add an,1
polish,an extra,1
polish,banchan plate,1
polish,belly bowl,1
polish,bi bim,1
polish,bim noods,1
polish,bing bong,1
polish,bong bowl,1
polish,chap chae,1
polish,dressed fries,1
polish,extra serving,1
polish,kimski poutine,1
polish,ko-po beef,1
polish,kopo wangs,1
polish,maria’s standard,1
polish,mizeria chap,1
polish,of polish,1
polish,or pork,1
polish,polish or,1
polish,pork belly,1
polish,pork to,1
polish,potato pancakes,1
polish,princess pierogis,1
polish,sausage plate,1
polish,scallion potato,1
polish,serving of,1
polish,to anything.,1
sportsbars,& artichoke,2
sportsbars,artichoke dip,2
sportsbars,& giardinera,1
sportsbars,& swiss,1
sportsbars,a bun,1
sportsbars,all american,1
sportsbars,beef &,1
sportsbars,beef polish,1
sportsbars,beef sandwich,1
sportsbars,beer (bottle),1
sportsbars,bottled water,1
sportsbars,buffalo wings,1
sportsbars,cheese dog,1
sportsbars,cheesy beef,1
sportsbars,chicago style,1
sportsbars,chili cheese,1
sportsbars,club soda,1
sportsbars,diet rite,1
sportsbars,dr. pepper,1
sportsbars,garlic bread,1
sportsbars,ginger ale,1
sportsbars,goose island,1
sportsbars,gravy bread,1
sportsbars,hot dog,1
sportsbars,hot giardeniara,1
sportsbars,hot tamale,1
sportsbars,island root,1
sportsbars,italian beef,1
sportsbars,italian cheesy,1
sportsbars,italian poorboy,1
sportsbars,jalapeno &,1
sportsbars,jalapeno peppers,1
sportsbars,meat lovers,1
sportsbars,natural gravy,1
sportsbars,on a,1
sportsbars,our signature,1
sportsbars,pizza bread,1
sportsbars,root beer,1
sportsbars,signature italian,1
sportsbars,skippers sub,1
sportsbars,spinach &,1
sportsbars,style hot,1
sportsbars,supreme special,1
sportsbars,tamale boat,1
sportsbars,tamale on,1
sportsbars,the skippers,1
sportsbars,the supreme,1
sportsbars,the tuscan,1
sportsbars,turkey &,1
steak,and cheese,5
steak,crispy chicken,3
steak,garlic butter,3
steak,& cheese,2
steak,cheese ginoritos,2
steak,chicken taco,2
steak,gym shoe,2
steak,mac &,2
steak,steak and,2
steak,& onion,1
steak,(or not),1
steak,**new** gym,1
steak,all american,1
steak,all turf,1
steak,aloe vera,1
steak,amber's fire,1
steak,american cheeseburger,1
steak,amish chicken,1
steak,arugula salad,1
steak,au poivre,1
steak,baby iceberg,1
steak,baby octopus,1
steak,baked potato,1
steak,beef and,1
steak,beef chicago,1
steak,berkshire pork,1
steak,bone-in rib,1
steak,bordelaise sauce,1
steak,bottled water,1
steak,braised short,1
steak,brick amish,1
steak,brussels sprouts,1
steak,butter cheddar,1
steak,butter cheese,1
steak,béarnaise sauce,1
steak,can soda,1
steak,can surf,1
steak,cfh burger,1
steak,cfh filet,1
steak,chateaubriand for,1
steak,cheddar fries,1
steak,cheese (or,1
steak,cheese fries,1
steak,cheesy nuggets,1
steak,chicago polish,1
steak,chicago style,1
steak,chicken and,1
steak,chicken tenders,1
steak,chicken with,1
steak,chilled oysters,1
mediterranean,(gluten free),27
mediterranean,free) (dinner),26
mediterranean,grilled chicken,11
mediterranean,salad bowl,8
mediterranean,chicken shawarma,6
mediterranean,shawarma wrap,5
mediterranean,falafel wrap,4
mediterranean,kabob wrap,4
mediterranean,platter (gluten,4
mediterranean,shawarma platter,4
mediterranean,chicken breast,3
mediterranean,grilled kafta,3
mediterranean,grilled shrimp,3
mediterranean,grilled steak,3
mediterranean,grilled vegetable,3
mediterranean,kafta kabob,3
mediterranean,kebab platter,3
mediterranean,lentil soup,3
mediterranean,salad (gluten,3
mediterranean,shrimp skewer,3
mediterranean,steak shawarma,3
mediterranean,tabouli salad,3
mediterranean,vegetable skewer,3
mediterranean,(shawarma) kebab,2
mediterranean,and lamb,2
mediterranean,banyan kabob,2
mediterranean,beef and,2
mediterranean,braised lamb,2
mediterranean,cheese salad,2
mediterranean,chicken kebab,2
mediterranean,coffee (dinner),2
mediterranean,doner (shawarma),2
mediterranean,falafel platter,2
mediterranean,fries with,2
mediterranean,goose island,2
mediterranean,grilled beef,2
mediterranean,herb fries,2
mediterranean,hummus (gluten,2
mediterranean,kabob (gluten,2
mediterranean,kabob platter,2
mediterranean,kalamata sauce,2
mediterranean,salad (dinner),2
mediterranean,salmon salad,2
mediterranean,sampler (dinner),2
mediterranean,shawarma salad,2
mediterranean,skewer platter,2
mediterranean,skewer salad,2
mediterranean,skewer wrap,2
mediterranean,spinach and,2
mediterranean,squash (gluten,2
turkish,grilled chicken,3
turkish,kebab platter,3
turkish,(shawarma) kebab,2
turkish,cheese salad,2
turkish,chicken kebab,2
turkish,doner (shawarma),2
turkish,grilled beef,2
turkish,turkish meatball,2
turkish,(feraye) platter,1
turkish,a la,1
turkish,and lamb,1
turkish,bar steak,1
turkish,base salad,1
turkish,beef and,1
turkish,beef kebab,1
turkish,beef steak,1
turkish,chicken salad,1
turkish,eggplant salad,1
turkish,falafel platter,1
turkish,falafel wrap,1
turkish,feta cheese,1
turkish,french fries,1
turkish,galata base,1
turkish,goat cheese,1
turkish,grilled turkish,1
turkish,homemade hummus,1
turkish,la turca,1
turkish,lamb doner,1
turkish,lentil soup,1
turkish,manti (feraye),1
turkish,meatball platter,1
turkish,meatball wrap,1
turkish,meze platter,1
turkish,mixed meze,1
turkish,pan-seared salmon,1
turkish,salmon platter,1
turkish,salmon salad,1
turkish,steak platter,1
turkish,steak salad,1
turkish,turca lentil,1
turkish,wings (1,1
diners,or sausage,6
diners,bacon, or,5
diners,chicken breast,4
diners,sausage served,4
diners,served with,4
diners,steak and,4
diners,and egg,3
diners,eye steak,3
diners,french toast,3
diners,grilled chicken,3
diners,quarter pounder,3
diners,rib eye,3
diners,american cheese,2
diners,and 3,2
diners,and bacon,2
diners,beef hash,2
diners,cheese dog,2
diners,chop steak,2
diners,chopped steak,2
diners,eggs 3,2
diners,eggs and,2
diners,fried chicken,2
diners,grilled american,2
diners,ham and,2
diners,ham, bacon,2
diners,hot dog,2
diners,italian beef,2
diners,italian sausage,2
diners,muffins or,2
diners,with cheese,2
diners,with egg,2
diners,with fries,2
diners,with meat,2
diners,- tortas,1
diners,a la,1
diners,all american,1
diners,american skillet,1
diners,american submarine,1
diners,and cheese,1
diners,and corned,1
diners,and mustard,1
diners,and salad,1
diners,and stack,1
diners,and steak,1
diners,any style,1
diners,apple juice,1
diners,b.l.t club,1
diners,bacon 2,1
diners,bacon 3,1
diners,bacon and,1
hotdog,and bacon,2
hotdog,eggs and,2
hotdog,bottled drink,1
hotdog,can soda,1
hotdog,chicken wings,1
hotdog,chop sandwich,1
hotdog,double cheeseburger,1
hotdog,fruit cup,1
hotdog,hot dog,1
hotdog,mixed fruit,1
hotdog,oz. bottled,1
hotdog,oz. can,1
hotdog,piece chicken,1
hotdog,pork chop,1
hotdog,with cheese,1
mideastern,(gluten free),27
mideastern,free) (dinner),26
mideastern,platter (gluten,4
mideastern,kabob wrap,3
mideastern,salad (gluten,3
mideastern,banyan kabob,2
mideastern,coffee (dinner),2
mideastern,hummus (gluten,2
mideastern,kabob (gluten,2
mideastern,salad (dinner),2
mideastern,sampler (dinner),2
mideastern,shawarma wrap,2
mideastern,spinach and,2
mideastern,squash (gluten,2
mideastern,tabouli salad,2
mideastern,tea (dinner),2
mideastern,(ground beef,1
mideastern,and beef,1
mideastern,and feta,1
mideastern,and lamb,1
mideastern,and lamb),1
mideastern,and mushroom,1
mideastern,and onion,1
mideastern,angus beef,1
mideastern,any entree,1
mideastern,any two,1
mideastern,arabian night,1
mideastern,arabic mint,1
mideastern,assortment of,1
mideastern,baba ganoush,1
mideastern,bacon wrapped,1
mideastern,baklava (dinner),1
mideastern,bean dip,1
mideastern,beef (gluten,1
mideastern,beef and,1
mideastern,beef rib-eye,1
mideastern,beef shawarma,1
mideastern,black angus,1
mideastern,blackened tuna,1
mideastern,bread pudding,1
mideastern,brie potatoes,1
mideastern,burger (dinner),1
mideastern,butternut squash,1
mideastern,cake (dinner),1
mideastern,calamari (dinner),1
mideastern,can of,1
mideastern,cappuccino (dinner),1
mideastern,cayenne wedges,1
mideastern,ceviche (gluten,1
mideastern,cheese (dinner),1
japanese,white tuna,10
japanese,tuna roll,9
japanese,tempura roll,8
japanese,avocado roll,6
japanese,cucumber roll,6
japanese,shrimp tempura,6
japanese,avo roll,5
japanese,miso soup,5
japanese,dragon roll,4
japanese,j roll,4
japanese,philly roll,4
japanese,spicy tuna,4
japanese,sweet potato,4
japanese,vegetable tempura,4
japanese,salmon roll,3
japanese,scallop roll,3
japanese,spider roll,3
japanese,super white,3
japanese,and vegetable,2
japanese,asparagus roll,2
japanese,california roll,2
japanese,creamy roll,2
japanese,creamy scallop,2
japanese,crunchy roll,2
japanese,dragon maki,2
japanese,dragon rock,2
japanese,fresh philly,2
japanese,hamachi roll,2
japanese,kampyo roll,2
japanese,kyu roll,2
japanese,nama sake,2
japanese,potato roll,2
japanese,rainbow roll,2
japanese,rock shrimp,2
japanese,rock tempura,2
japanese,roll combo,2
japanese,sake sashimi,2
japanese,sake sushi,2
japanese,salmon avocado,2
japanese,salmon skin,2
japanese,seaweed salad,2
japanese,shell crab,2
japanese,skin roll,2
japanese,soft shell,2
japanese,spicy crab,2
japanese,spicy miso,2
japanese,spicy salmon,2
japanese,spicy scallop,2
japanese,spicy white,2
japanese,tekka don,2
coffee,combo set,25
coffee,fish fillet,22
coffee,beef with,21
coffee,chicken with,20
coffee,pork chop,17
coffee,in black,14
coffee,fillet with,13
coffee,noodle soup,13
coffee,and sour,12
coffee,bean sauce,12
coffee,beef tenderloin,12
coffee,black bean,12
coffee,in spicy,12
coffee,sauce combo,12
coffee,shrimp with,12
coffee,and veggie,10
coffee,bowl with,10
coffee,chop with,10
coffee,fried rice,10
coffee,fatty beef,9
coffee,stir fried,9
coffee,xo sauce,9
coffee,and pepper,8
coffee,black pepper,8
coffee,crispy fried,8
coffee,deep fried,8
coffee,pepper and,8
coffee,pepper sauce,8
coffee,salt and,8
coffee,teriyaki sauce,8
coffee,with assorted,8
coffee,with chinese,8
coffee,with enoki,8
coffee,assorted mushrooms,7
coffee,ca phe,7
coffee,mayonnaise sauce,7
coffee,pork neck,7
coffee,crispy deep,6
coffee,curry sauce,6
coffee,enoki mushroom,6
coffee,milk tea,6
coffee,neck with,6
coffee,pan fried,6
coffee,satay sauce,6
coffee,shrimp and,6
coffee,spicy and,6
coffee,tenderloin with,6
coffee,and mayonnaise,5
coffee,bitter melon,5
coffee,black milk,5
beergardens,& chevre,1
beergardens,& cornbread,1
beergardens,& jam,1
beergardens,& roasted,1
beergardens,& yogurt,1
beergardens,bacon or,1
beergardens,bakehouse strata,1
beergardens,beans &,1
beergardens,beet salad,1
beergardens,cheese grits,1
beergardens,chevre salad,1
beergardens,egg sandwich,1
beergardens,english muffin,1
beergardens,farm egg,1
beergardens,french toast,1
beergardens,granola &,1
beergardens,house english,1
beergardens,kale &,1
beergardens,mixed greens,1
beergardens,or sausage,1
beergardens,quinoa porridge,1
beergardens,roasted vegetable,1
beergardens,seasonal soup,1
beergardens,toast &,1
beergardens,tomato &,1
beergardens,vegetable salad,1
sushi,fried rice,36
sushi,noodle soup,16
sushi,white tuna,13
sushi,tuna roll,11
sushi,chow fun,10
sushi,party tray,10
sushi,(no coupons),9
sushi,bbq pork,9
sushi,tempura roll,9
sushi,egg foo,8
sushi,foo young,8
sushi,shrimp tempura,8
sushi,and sour,7
sushi,avocado roll,7
sushi,cucumber roll,7
sushi,dragon roll,7
sushi,miso soup,7
sushi,combination platter,6
sushi,rolls combination,6
sushi,shrimp with,6
sushi,spicy tuna,6
sushi,super white,6
sushi,with garlic,6
sushi,avo roll,5
sushi,black pepper,5
sushi,cajun seafood,5
sushi,california roll,5
sushi,chicken plate,5
sushi,chicken teriyaki,5
sushi,chop suey,5
sushi,egg roll,5
sushi,grilled oyster,5
sushi,ice cream,5
sushi,mixed vegetables,5
sushi,seaweed salad,5
sushi,shrimp fried,5
sushi,spider roll,5
sushi,string beans,5
sushi,sweet potato,5
sushi,with mixed,5
sushi,and green,4
sushi,and rolls,4
sushi,basket (no,4
sushi,bean sauce,4
sushi,beans with,4
sushi,beef teriyaki,4
sushi,bento box,4
sushi,chicken with,4
sushi,crab rangoon,4
sushi,don rice,4
latin,cream cheese,2
latin,bbq pork,1
latin,black beans,1
latin,buffalo chicken,1
latin,cuban pork,1
latin,cuban style,1
latin,elote corn,1
latin,guava cream,1
latin,mamas nachos,1
latin,nacho mamas,1
latin,pineapple cream,1
latin,roasted cuban,1
latin,slow roasted,1
latin,style black,1
latin,three cheese,1
divebars,chicken wings,2
divebars,jumbo chicken,2
divebars,smoked chicken,2
divebars,and cheese,1
divebars,baby back,1
divebars,back ribs,1
divebars,bacon candy,1
divebars,banana puddding,1
divebars,beans with,1
divebars,beef brisket,1
divebars,black cherry,1
divebars,blt sandwich,1
divebars,bourbon sauce,1
divebars,bread muffins,1
divebars,brisket chili,1
divebars,brisket sandwich,1
divebars,butter pound,1
divebars,cake with,1
divebars,candied yams,1
divebars,cheese salad,1
divebars,chicken sandwich,1
divebars,corn bread,1
divebars,cream soda,1
divebars,delux platter,1
divebars,dinky dunkers,1
divebars,dunkers sandwich,1
divebars,filberts black,1
divebars,filberts cream,1
divebars,filberts orange,1
divebars,filberts real,1
divebars,filberts root,1
divebars,fresh coleslaw,1
divebars,fried green,1
divebars,fungi sandwich,1
divebars,garlic bread,1
divebars,garlic mashed,1
divebars,ginger beer,1
divebars,girlfriend salad,1
divebars,goat cheese,1
divebars,green tomato,1
divebars,green tomatoes,1
divebars,hot link,1
divebars,hot links,1
divebars,links sandwich,1
divebars,louis ribs,1
divebars,mac and,1
divebars,mashed potatoes,1
divebars,oz. texas,1
divebars,peach cobbler,1
divebars,pork sandwich,1
foodtrucks,and cheese,5
foodtrucks,crispy chicken,3
foodtrucks,garlic butter,3
foodtrucks,cheese ginoritos,2
foodtrucks,chicken taco,2
foodtrucks,gym shoe,2
foodtrucks,steak and,2
foodtrucks,(or not),1
foodtrucks,**new** gym,1
foodtrucks,all american,1
foodtrucks,aloe vera,1
foodtrucks,amber's fire,1
foodtrucks,american cheeseburger,1
foodtrucks,beef and,1
foodtrucks,beef chicago,1
foodtrucks,bottled water,1
foodtrucks,butter cheddar,1
foodtrucks,butter cheese,1
foodtrucks,can soda,1
foodtrucks,cheddar fries,1
foodtrucks,cheese (or,1
foodtrucks,cheese fries,1
foodtrucks,cheesy nuggets,1
foodtrucks,chicago polish,1
foodtrucks,chicago style,1
foodtrucks,chicken and,1
foodtrucks,chicken tenders,1
foodtrucks,chicken with,1
foodtrucks,chip cookie,1
foodtrucks,chocolate brownie,1
foodtrucks,chocolate chip,1
foodtrucks,corned beef,1
foodtrucks,crystal's favorite,1
foodtrucks,cut fries,1
foodtrucks,fancy steak,1
foodtrucks,favorite chocolate,1
foodtrucks,fire nachos,1
foodtrucks,fresh cut,1
foodtrucks,gino's all,1
foodtrucks,gino's cheesy,1
foodtrucks,gino's chocolate,1
foodtrucks,gino's crispy,1
foodtrucks,gino's salad,1
foodtrucks,ginos crispy,1
foodtrucks,grandma gino's,1
foodtrucks,grape king,1
foodtrucks,grilled cheese,1
foodtrucks,gryo trash,1
foodtrucks,gyro trash,1
foodtrucks,jose taco,1
foodstands,fried rice,4
foodstands,chicken plate,3
foodstands,panang curry,3
foodstands,basil leaves,2
foodstands,cashew chicken,2
foodstands,crab rangoon,2
foodstands,egg rolls,2
foodstands,green curry,2
foodstands,pad curry,2
foodstands,pad ginger,2
foodstands,pad see,2
foodstands,pad thai,2
foodstands,see ewe,2
foodstands,spicy basil,2
foodstands,thai iced,2
foodstands,thai panang,2
foodstands,vegetable egg,2
foodstands,a blanket,1
foodstands,basil fried,1
foodstands,beef plate,1
foodstands,beef salad,1
foodstands,bodhi vegetables,1
foodstands,bottled water,1
foodstands,brown rice,1
foodstands,chef special,1
foodstands,chicken soup,1
foodstands,clay pot,1
foodstands,crab fried,1
foodstands,crispy fried,1
foodstands,curry beef,1
foodstands,curry fried,1
foodstands,curry noodles,1
foodstands,curry seafood,1
foodstands,curry vegetable,1
foodstands,fried tofu,1
foodstands,garlic prawns,1
foodstands,ginger tofu,1
foodstands,ginger wings,1
foodstands,grilled pork,1
foodstands,herbal chicken,1
foodstands,honey ginger,1
foodstands,iced coffee,1
foodstands,iced tea,1
foodstands,in a,1
foodstands,jasmine rice,1
foodstands,kha kai,1
foodstands,khee mao,1
foodstands,lard na,1
foodstands,leaves with,1
foodstands,lemongrass chicken,1
musicvideo,tacos tacos,3
musicvideo,blt sandwich,2
musicvideo,burger en,2
musicvideo,chicken fried,2
musicvideo,chili mac,2
musicvideo,en fuego,2
musicvideo,ice cream,2
musicvideo,veggie burger,2
musicvideo,abita bottled,1
musicvideo,apple pie,1
musicvideo,bacon burger,1
musicvideo,baked beans,1
musicvideo,baked mac,1
musicvideo,bbq bacon,1
musicvideo,beef sandwich,1
musicvideo,bottled root,1
musicvideo,boy southside,1
musicvideo,breaded chicken,1
musicvideo,brother jon`s,1
musicvideo,buffalo chicken,1
musicvideo,build your,1
musicvideo,caesar salad,1
musicvideo,cajun chicken,1
musicvideo,carlissimo steak,1
musicvideo,catfish sandwich,1
musicvideo,char dog,1
musicvideo,cheese fries,1
musicvideo,cheese sandwich,1
musicvideo,cheese tots,1
musicvideo,chicken caesar,1
musicvideo,chicken parmesan,1
musicvideo,chicken salad,1
musicvideo,chicken sandwich,1
musicvideo,chicken strips,1
musicvideo,chopped salad,1
musicvideo,chorizo burger,1
musicvideo,classic blt,1
musicvideo,cream sundae,1
musicvideo,famous carlissimo,1
musicvideo,french toast,1
musicvideo,fried chicken,1
musicvideo,fried pickles,1
musicvideo,fried shrimp,1
musicvideo,fudge brownie,1
musicvideo,georgie boy,1
musicvideo,giant burrito,1
musicvideo,glick chick,1
musicvideo,gramma jane,1
musicvideo,greek salad,1
musicvideo,greens salad,1
musicvenues,tacos tacos,3
musicvenues,blt sandwich,2
musicvenues,burger en,2
musicvenues,chicken fried,2
musicvenues,chili mac,2
musicvenues,en fuego,2
musicvenues,ice cream,2
musicvenues,veggie burger,2
musicvenues,abita bottled,1
musicvenues,apple pie,1
musicvenues,bacon burger,1
musicvenues,baked beans,1
musicvenues,baked mac,1
musicvenues,bbq bacon,1
musicvenues,beef sandwich,1
musicvenues,bottled root,1
musicvenues,boy southside,1
musicvenues,breaded chicken,1
musicvenues,brother jon`s,1
musicvenues,buffalo chicken,1
musicvenues,build your,1
musicvenues,caesar salad,1
musicvenues,cajun chicken,1
musicvenues,carlissimo steak,1
musicvenues,catfish sandwich,1
musicvenues,char dog,1
musicvenues,cheese fries,1
musicvenues,cheese sandwich,1
musicvenues,cheese tots,1
musicvenues,chicken caesar,1
musicvenues,chicken parmesan,1
musicvenues,chicken salad,1
musicvenues,chicken sandwich,1
musicvenues,chicken strips,1
musicvenues,chopped salad,1
musicvenues,chorizo burger,1
musicvenues,classic blt,1
musicvenues,cream sundae,1
musicvenues,famous carlissimo,1
musicvenues,french toast,1
musicvenues,fried chicken,1
musicvenues,fried pickles,1
musicvenues,fried shrimp,1
musicvenues,fudge brownie,1
musicvenues,georgie boy,1
musicvenues,giant burrito,1
musicvenues,glick chick,1
musicvenues,gramma jane,1
musicvenues,greek salad,1
musicvenues,greens salad,1
convenience,& cheese,1
convenience,boxed lunches,1
convenience,caesar salad,1
convenience,cheese platters,1
convenience,chicken salad,1
convenience,chicken sandwich,1
convenience,garden salad,1
convenience,greek salad,1
convenience,hot dog,1
convenience,meat &,1
convenience,rye bread,1
convenience,sandwich platters,1
convenience,specialty salad,1
convenience,tuna salad,1
convenience,tuna sandwich,1
convenience,veggie sandwich,1
convenience,wheat bread,1
convenience,wheat roll,1
convenience,white roll,1
whiskeybars,pulled pork,2
whiskeybars,slider trio,2
whiskeybars,& cheese,1
whiskeybars,add:\nblackened shrimp,1
whiskeybars,bbq mini-quesadillas,1
whiskeybars,bbq nachos,1
whiskeybars,bbq ribs,1
whiskeybars,bbq sampler,1
whiskeybars,blackened shrimp,1
whiskeybars,brisket mac-n-cheese,1
whiskeybars,chicken $3\ngrilled,1
whiskeybars,garden salad,1
whiskeybars,greek salad,1
whiskeybars,grilled chicken,1
whiskeybars,loaded fries,1
whiskeybars,mac &,1
whiskeybars,mini-quesadillas (6pcs),1
whiskeybars,salmon $5,1
whiskeybars,shrimp $6\ngrilled,1
whiskeybars,smoked brisket,1
whiskeybars,taco special,1
streetvendors,bottled drink,1
streetvendors,can soda,1
streetvendors,chicken wings,1
streetvendors,fruit cup,1
streetvendors,mixed fruit,1
streetvendors,oz. bottled,1
streetvendors,oz. can,1
streetvendors,piece chicken,1
cuban,cream cheese,2
cuban,bbq pork,1
cuban,black beans,1
cuban,buffalo chicken,1
cuban,cuban pork,1
cuban,cuban style,1
cuban,elote corn,1
cuban,guava cream,1
cuban,mamas nachos,1
cuban,nacho mamas,1
cuban,pineapple cream,1
cuban,roasted cuban,1
cuban,slow roasted,1
cuban,style black,1
cuban,three cheese,1
